,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
6996,32.0,blue-collar,married,secondary,no,320,yes,no,unknown,6,may,198,unknown,0,None
6997,35.0,management,single,tertiary,no,304,yes,no,cellular,19,nov,274,unknown,0,None
6998,30.0,management,single,secondary,no,1299,no,no,cellular,14,aug,515,unknown,0,None
6999,36.0,blue-collar,married,secondary,no,537,no,yes,cellular,7,jul,206,unknown,0,None
7000,34.0,admin.,single,secondary,no,1581,yes,yes,unknown,20,may,52,unknown,0,None
7001,28.0,blue-collar,married,secondary,no,708,yes,no,unknown,6,jun,339,unknown,0,None
7002,37.0,blue-collar,married,primary,no,178,yes,yes,unknown,9,jun,72,unknown,0,None
7003,31.0,services,single,secondary,no,671,yes,no,unknown,7,may,193,unknown,0,None
7004,34.0,blue-collar,married,primary,no,3,yes,no,telephone,8,may,26,unknown,0,None
7005,28.0,technician,single,secondary,no,981,yes,no,cellular,24,jul,225,unknown,0,None
7006,38.0,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,unknown,0,None
7007,80.0,retired,married,primary,no,1021,no,no,telephone,26,feb,37,unknown,0,None
7008,59.0,retired,married,secondary,no,1035,yes,yes,cellular,5,aug,223,unknown,0,None
7009,29.0,blue-collar,single,tertiary,no,98,no,no,cellular,10,aug,170,unknown,0,None
7010,39.0,technician,married,secondary,no,24,yes,no,cellular,28,jan,79,unknown,0,None
7011,30.0,technician,single,secondary,no,486,no,no,cellular,28,jan,335,unknown,0,None
7012,41.0,services,divorced,secondary,no,727,yes,no,cellular,11,may,246,unknown,0,None
7013,48.0,technician,married,secondary,no,-205,yes,yes,cellular,9,jul,112,unknown,0,None
7014,26.0,blue-collar,married,secondary,no,895,yes,no,cellular,4,feb,820,unknown,0,None
7015,55.0,admin.,married,primary,no,319,no,no,cellular,21,nov,124,unknown,0,None
7016,36.0,admin.,single,secondary,no,206,yes,no,unknown,8,may,183,unknown,0,None
7017,31.0,services,married,secondary,no,-414,yes,no,cellular,6,may,1369,unknown,0,None
7018,35.0,blue-collar,married,primary,yes,-1489,yes,yes,unknown,29,may,177,unknown,0,None
7019,30.0,management,married,tertiary,no,0,no,no,cellular,7,aug,74,unknown,0,None
7020,32.0,management,married,tertiary,no,927,no,no,cellular,8,oct,282,unknown,0,None
7021,43.0,blue-collar,divorced,primary,no,515,yes,no,cellular,18,nov,182,unknown,0,None
7022,49.0,technician,married,secondary,no,308,no,no,cellular,27,jul,266,unknown,0,None
7023,34.0,blue-collar,married,secondary,no,808,yes,yes,cellular,17,jul,20,unknown,0,None
7024,27.0,blue-collar,single,primary,no,431,yes,no,unknown,15,may,286,unknown,0,None
7025,31.0,admin.,single,secondary,no,396,yes,no,unknown,19,may,104,unknown,0,None
7026,40.0,admin.,married,secondary,no,-253,yes,no,cellular,9,jul,177,unknown,0,None
7027,39.0,services,married,secondary,no,0,yes,no,unknown,20,may,793,unknown,0,None
7028,19.0,student,single,unknown,no,60,no,no,cellular,14,aug,253,unknown,0,None
7029,38.0,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,unknown,0,None
7030,62.0,blue-collar,married,primary,no,1381,no,no,cellular,19,oct,1020,unknown,0,None
7031,27.0,services,married,secondary,no,0,yes,no,cellular,23,jul,198,unknown,0,None
7032,40.0,technician,married,secondary,no,-28,yes,yes,unknown,30,may,289,unknown,0,None
7033,56.0,management,married,tertiary,no,412,no,no,telephone,20,nov,179,unknown,0,None
7034,33.0,management,married,tertiary,no,310,no,no,cellular,29,aug,179,unknown,0,None
7035,52.0,blue-collar,married,secondary,no,1319,no,no,telephone,30,apr,37,unknown,0,None
7036,33.0,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jul,83,unknown,0,None
7037,38.0,services,married,secondary,no,-314,yes,no,unknown,28,may,66,unknown,0,None
7038,27.0,services,married,secondary,no,511,yes,no,unknown,30,jun,85,unknown,0,None
7039,54.0,retired,married,secondary,no,-152,yes,yes,unknown,26,may,14,unknown,0,None
7040,35.0,admin.,married,secondary,no,907,no,yes,unknown,2,jul,97,unknown,0,None
7041,41.0,blue-collar,single,primary,no,22,yes,no,unknown,14,may,152,unknown,0,None
7042,28.0,blue-collar,single,secondary,no,0,no,yes,cellular,31,jul,11,unknown,0,None
7043,42.0,technician,married,secondary,no,2,no,no,unknown,29,may,249,unknown,0,None
7044,35.0,technician,single,secondary,no,144,no,no,cellular,22,jul,163,unknown,0,None
7045,46.0,technician,divorced,secondary,no,1,yes,yes,unknown,26,may,200,unknown,0,None
7046,31.0,self-employed,single,secondary,no,762,no,no,cellular,11,aug,312,unknown,0,None
7047,48.0,self-employed,married,tertiary,no,16,yes,yes,cellular,18,nov,214,unknown,0,None
7048,38.0,technician,married,secondary,no,20,no,no,cellular,2,feb,147,unknown,0,None
7049,47.0,services,married,secondary,no,2070,yes,yes,unknown,26,may,136,unknown,0,None
7050,48.0,management,married,tertiary,no,308,yes,no,cellular,14,jul,125,unknown,0,None
7051,57.0,technician,married,unknown,no,1617,yes,no,unknown,7,may,96,unknown,0,None
7052,30.0,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,unknown,0,None
7053,39.0,blue-collar,married,primary,no,332,yes,no,unknown,8,may,277,unknown,0,None
7054,31.0,management,single,tertiary,no,713,no,no,cellular,28,aug,162,unknown,0,None
7055,44.0,blue-collar,married,secondary,no,2885,yes,no,unknown,30,may,63,unknown,0,None
7056,38.0,services,married,secondary,no,968,yes,no,cellular,6,apr,272,unknown,0,None
7057,58.0,unknown,married,tertiary,no,4150,no,no,unknown,6,jun,363,unknown,0,None
7058,42.0,management,married,tertiary,no,687,no,no,cellular,11,aug,667,unknown,0,None
7059,33.0,management,married,secondary,no,333,no,no,cellular,28,aug,80,unknown,0,None
7060,55.0,retired,married,primary,no,1821,no,no,cellular,8,aug,224,unknown,0,None
7061,34.0,blue-collar,married,secondary,no,-436,yes,no,unknown,26,may,317,unknown,0,None
7062,30.0,unknown,single,unknown,no,6929,no,no,cellular,19,nov,341,unknown,0,None
7063,35.0,technician,single,secondary,no,126,no,no,cellular,22,aug,112,unknown,0,None
7064,56.0,retired,married,secondary,no,878,no,no,unknown,20,jun,123,unknown,0,None
7065,39.0,self-employed,divorced,secondary,no,0,yes,no,unknown,23,may,210,unknown,0,None
7066,36.0,admin.,married,secondary,no,110,yes,no,telephone,4,feb,185,unknown,0,None
7067,35.0,self-employed,married,secondary,no,28,no,yes,unknown,2,jul,159,unknown,0,None
7068,28.0,unemployed,single,primary,no,236,no,no,cellular,6,feb,460,unknown,0,None
7069,37.0,technician,married,secondary,no,2707,yes,no,telephone,16,jul,109,unknown,0,None
7070,57.0,technician,married,secondary,no,1753,yes,no,cellular,7,may,539,unknown,0,None
7071,34.0,services,married,secondary,no,1182,yes,no,unknown,28,may,124,unknown,0,None
7072,48.0,technician,married,primary,no,788,no,no,telephone,9,jul,36,unknown,0,None
7073,35.0,admin.,married,secondary,no,0,no,no,cellular,7,jul,78,unknown,0,None
7074,40.0,blue-collar,married,primary,yes,-509,yes,no,unknown,23,may,298,unknown,0,None
7075,48.0,services,divorced,primary,no,-110,no,yes,unknown,19,jun,164,unknown,0,None
7076,54.0,blue-collar,married,primary,no,244,yes,no,cellular,29,jul,337,unknown,0,None
7077,49.0,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,unknown,0,None
7078,38.0,technician,married,tertiary,no,940,no,no,cellular,12,aug,191,unknown,0,None
7079,44.0,unemployed,married,secondary,yes,-505,yes,no,unknown,3,jun,113,unknown,0,None
7080,60.0,admin.,married,secondary,no,7336,no,no,cellular,31,mar,494,unknown,0,None
7081,55.0,services,single,secondary,no,-40,yes,no,unknown,12,may,178,unknown,0,None
7082,27.0,student,single,primary,yes,25,no,no,unknown,28,aug,8,unknown,0,None
7083,33.0,management,single,secondary,no,0,no,no,unknown,20,may,190,unknown,0,None
7084,32.0,technician,married,secondary,no,5,yes,no,cellular,17,nov,114,unknown,0,None
7085,51.0,blue-collar,married,secondary,no,-92,yes,no,unknown,4,jun,28,unknown,0,None
7086,49.0,blue-collar,married,primary,no,2356,no,yes,telephone,14,jul,236,unknown,0,None
7087,42.0,blue-collar,married,secondary,no,3,yes,no,cellular,12,may,118,unknown,0,None
7088,35.0,services,married,secondary,no,128,yes,no,cellular,12,may,136,unknown,0,None
7089,54.0,technician,married,secondary,no,827,no,yes,unknown,20,jun,294,unknown,0,None
7090,35.0,technician,married,tertiary,no,25,no,no,cellular,27,aug,219,unknown,0,None
7091,41.0,blue-collar,married,secondary,no,140,yes,no,cellular,29,jan,636,unknown,0,None
7092,36.0,technician,married,secondary,no,3,no,no,cellular,20,aug,100,unknown,0,None
7093,51.0,self-employed,married,secondary,no,4920,no,no,telephone,2,jun,392,unknown,0,None
7094,59.0,unknown,single,secondary,no,3237,no,no,unknown,6,jun,100,unknown,0,None
7095,37.0,admin.,single,tertiary,no,869,no,no,cellular,30,jul,60,unknown,0,None
7096,60.0,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77,unknown,0,None
7097,40.0,management,married,tertiary,no,413,yes,no,unknown,14,may,150,unknown,0,None
7098,27.0,blue-collar,married,primary,yes,-588,no,no,unknown,13,may,531,unknown,0,None
7099,34.0,housemaid,married,secondary,yes,0,no,no,cellular,21,aug,398,unknown,0,None
7100,41.0,technician,married,secondary,no,2490,yes,no,unknown,21,may,115,unknown,0,None
7101,34.0,admin.,married,secondary,no,560,yes,no,unknown,5,may,198,unknown,0,None
7102,56.0,blue-collar,married,primary,no,826,yes,no,cellular,21,jul,853,unknown,0,None
7103,47.0,student,single,unknown,no,107,no,no,telephone,15,jul,119,unknown,0,None
7104,32.0,blue-collar,married,secondary,no,320,yes,yes,cellular,3,feb,22,unknown,0,None
7105,37.0,blue-collar,married,secondary,yes,-399,yes,yes,unknown,3,jun,21,unknown,0,None
7106,25.0,student,single,secondary,no,703,no,no,cellular,5,may,1100,unknown,0,None
7107,29.0,technician,divorced,secondary,no,328,yes,yes,cellular,4,feb,25,unknown,0,None
7108,48.0,management,divorced,tertiary,no,148,no,no,cellular,12,aug,152,unknown,0,None
7109,31.0,blue-collar,married,secondary,no,64,yes,no,cellular,18,jul,302,unknown,0,None
7110,28.0,management,single,tertiary,no,4013,yes,no,unknown,4,jun,386,unknown,0,None
7111,32.0,management,married,tertiary,no,0,no,no,unknown,9,may,280,unknown,0,None
7112,32.0,blue-collar,married,primary,no,902,yes,no,unknown,27,may,106,unknown,0,None
7113,30.0,blue-collar,married,secondary,no,2850,no,no,unknown,8,may,181,unknown,0,None
7114,54.0,management,married,tertiary,no,313,yes,no,unknown,5,may,83,unknown,0,None
7115,41.0,blue-collar,married,secondary,no,923,yes,no,unknown,14,may,249,unknown,0,None
7116,35.0,admin.,single,primary,no,8,yes,no,unknown,16,may,148,unknown,0,None
7117,44.0,technician,married,secondary,no,945,yes,no,cellular,4,aug,190,unknown,0,None
7118,52.0,blue-collar,married,secondary,no,5828,yes,no,telephone,13,may,276,unknown,0,None
7119,60.0,retired,married,primary,no,6307,yes,no,unknown,11,jun,362,unknown,0,None
7120,32.0,management,single,tertiary,no,537,no,no,unknown,29,may,187,unknown,0,None
7121,41.0,blue-collar,married,secondary,no,393,yes,yes,cellular,10,jul,122,unknown,0,None
7122,54.0,blue-collar,divorced,primary,no,215,yes,no,unknown,4,jun,71,unknown,0,None
7123,30.0,blue-collar,single,secondary,no,132,yes,no,unknown,16,may,329,unknown,0,None
7124,36.0,technician,single,secondary,no,35,no,no,cellular,29,aug,493,unknown,0,None
7125,32.0,technician,single,secondary,no,129,yes,no,cellular,7,may,213,unknown,0,None
7126,34.0,management,married,tertiary,no,0,no,no,cellular,6,aug,139,unknown,0,None
7127,43.0,admin.,married,secondary,no,315,no,no,cellular,23,jul,129,unknown,0,None
7128,31.0,management,divorced,tertiary,no,883,yes,no,cellular,19,nov,168,unknown,0,None
7129,37.0,technician,married,secondary,no,1120,yes,no,unknown,30,may,103,unknown,0,None
7130,51.0,technician,divorced,secondary,no,0,yes,no,unknown,28,may,463,unknown,0,None
7131,52.0,blue-collar,married,secondary,no,1117,yes,no,cellular,13,may,365,unknown,0,None
7132,57.0,blue-collar,married,secondary,no,773,yes,yes,unknown,18,jun,97,unknown,0,None
7133,32.0,technician,single,tertiary,no,390,yes,no,unknown,23,may,85,unknown,0,None
7134,47.0,admin.,married,secondary,no,1358,yes,no,cellular,14,may,80,unknown,0,None
7135,31.0,management,married,tertiary,no,216,no,no,cellular,22,jul,47,unknown,0,None
7136,27.0,blue-collar,single,secondary,no,317,yes,no,unknown,20,may,16,unknown,0,None
7137,31.0,blue-collar,single,primary,no,2369,yes,no,cellular,18,may,87,unknown,0,None
7138,36.0,admin.,divorced,tertiary,no,125,yes,no,unknown,26,may,172,unknown,0,None
7139,44.0,blue-collar,married,primary,no,6,no,no,cellular,10,jul,338,unknown,0,None
7140,34.0,blue-collar,married,primary,no,15841,yes,no,cellular,20,apr,423,unknown,0,None
7141,32.0,housemaid,married,primary,no,51,yes,no,cellular,12,may,324,unknown,0,None
7142,52.0,management,married,secondary,no,0,yes,yes,unknown,27,may,62,unknown,0,None
7143,60.0,retired,divorced,primary,no,-79,yes,yes,cellular,29,jan,192,unknown,0,None
7144,30.0,services,single,secondary,no,1881,no,yes,unknown,26,jun,29,unknown,0,None
7145,48.0,blue-collar,married,primary,no,456,yes,yes,unknown,19,may,289,unknown,0,None
7146,39.0,management,married,primary,no,1873,no,no,unknown,9,jun,161,unknown,0,None
7147,59.0,management,divorced,tertiary,no,0,yes,no,cellular,31,jul,52,unknown,0,None
7148,42.0,admin.,married,secondary,no,445,yes,no,unknown,7,may,202,unknown,0,None
7149,77.0,retired,married,secondary,no,2123,no,no,telephone,4,feb,141,unknown,0,None
7150,29.0,technician,married,secondary,no,767,yes,no,cellular,5,feb,253,unknown,0,None
7151,49.0,technician,divorced,secondary,no,229,no,no,cellular,8,aug,219,unknown,0,None
7152,57.0,retired,married,secondary,no,3783,yes,no,unknown,6,jun,198,unknown,0,None
7153,37.0,blue-collar,married,secondary,no,140,yes,yes,cellular,7,may,490,unknown,0,None
7154,63.0,retired,divorced,secondary,no,859,no,no,cellular,13,feb,92,unknown,0,None
7155,37.0,technician,married,secondary,no,261,no,no,cellular,29,aug,301,unknown,0,None
7156,37.0,services,married,secondary,no,50,yes,no,unknown,8,may,352,unknown,0,None
7157,52.0,admin.,married,secondary,no,-462,yes,no,cellular,9,feb,172,unknown,0,None
7158,60.0,retired,married,secondary,no,0,no,no,cellular,5,aug,143,unknown,0,None
7159,36.0,technician,married,secondary,no,283,yes,yes,unknown,27,jun,56,unknown,0,None
7160,48.0,self-employed,married,secondary,no,91,no,no,cellular,21,aug,136,unknown,0,None
7161,47.0,entrepreneur,married,tertiary,no,0,no,no,telephone,18,nov,103,unknown,0,None
7162,56.0,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,unknown,0,None
7163,45.0,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,25,unknown,0,None
7164,56.0,blue-collar,married,secondary,no,316,yes,no,unknown,19,may,27,unknown,0,None
7165,59.0,technician,married,secondary,no,316,no,no,cellular,14,aug,200,unknown,0,None
7166,34.0,management,married,tertiary,no,402,no,no,cellular,26,may,147,unknown,0,None
7167,45.0,unemployed,single,primary,no,8725,no,no,cellular,8,jul,286,unknown,0,None
7168,32.0,technician,married,unknown,no,102,yes,no,unknown,21,may,12,unknown,0,None
7169,60.0,self-employed,married,secondary,no,0,no,no,unknown,6,jun,97,unknown,0,None
7170,54.0,blue-collar,divorced,secondary,no,615,no,yes,cellular,20,nov,230,unknown,0,None
7171,41.0,services,married,secondary,no,0,yes,no,unknown,5,may,114,unknown,0,None
7172,40.0,technician,married,secondary,no,990,yes,no,cellular,6,feb,252,unknown,0,None
7173,40.0,services,divorced,primary,no,1937,yes,no,unknown,2,jun,86,unknown,0,None
7174,29.0,technician,married,secondary,no,428,no,no,cellular,14,jul,131,unknown,0,None
7175,28.0,technician,married,secondary,no,655,yes,no,unknown,9,may,179,unknown,0,None
7176,35.0,management,married,tertiary,no,16,no,no,cellular,19,nov,185,unknown,0,None
7177,33.0,management,single,tertiary,no,20,no,no,cellular,21,aug,329,unknown,0,None
7178,50.0,retired,married,primary,no,29,no,no,unknown,20,jun,135,unknown,0,None
7179,56.0,management,married,primary,no,-155,yes,no,cellular,17,nov,282,unknown,0,None
7180,37.0,management,single,tertiary,no,340,no,no,cellular,11,aug,90,unknown,0,None
7181,53.0,technician,married,secondary,no,1776,no,no,unknown,18,jun,443,unknown,0,None
7182,27.0,blue-collar,single,secondary,no,23,no,no,cellular,26,feb,590,unknown,0,None
7183,46.0,technician,married,secondary,no,863,yes,no,cellular,3,feb,67,unknown,0,None
7184,36.0,blue-collar,divorced,secondary,no,7051,no,yes,cellular,15,jul,106,unknown,0,None
7185,37.0,admin.,married,secondary,no,1049,no,no,cellular,31,jul,126,unknown,0,None
7186,40.0,blue-collar,married,primary,no,137,no,yes,cellular,10,jul,214,unknown,0,None
7187,48.0,blue-collar,married,primary,no,783,no,yes,cellular,6,aug,90,unknown,0,None
7188,39.0,technician,married,primary,no,2118,yes,no,cellular,17,apr,266,unknown,0,None
7189,37.0,management,single,tertiary,no,10269,yes,no,cellular,18,may,28,unknown,0,None
7190,35.0,blue-collar,divorced,primary,no,13,no,yes,cellular,9,jul,364,unknown,0,None
7191,37.0,management,single,tertiary,no,0,no,no,cellular,7,jul,643,unknown,0,None
7192,32.0,entrepreneur,married,secondary,no,1996,yes,no,cellular,18,nov,271,unknown,0,None
7193,31.0,admin.,single,secondary,no,1129,yes,no,cellular,18,may,145,unknown,0,None
7194,36.0,housemaid,single,tertiary,no,561,no,no,unknown,6,jun,274,unknown,0,None
7195,36.0,management,married,tertiary,no,539,no,no,cellular,11,aug,176,unknown,0,None
7196,45.0,admin.,married,secondary,no,6971,no,no,cellular,22,may,119,unknown,0,None
7197,58.0,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,138,unknown,0,None
7198,34.0,management,married,tertiary,no,362,yes,no,unknown,30,may,38,unknown,0,None
7199,51.0,blue-collar,married,primary,no,4497,yes,no,unknown,15,may,276,unknown,0,None
7200,38.0,technician,single,tertiary,no,2496,no,no,unknown,17,jun,193,unknown,0,None
7201,57.0,technician,married,primary,no,0,no,no,unknown,5,jun,58,unknown,0,None
7202,45.0,management,married,tertiary,no,1199,no,no,telephone,3,feb,221,unknown,0,None
7203,48.0,admin.,married,unknown,no,3756,no,no,cellular,14,aug,65,unknown,0,None
7204,39.0,blue-collar,single,secondary,no,1170,no,no,unknown,6,jun,383,unknown,0,None
7205,35.0,technician,married,tertiary,no,944,no,no,cellular,8,aug,351,unknown,0,None
7206,58.0,management,divorced,tertiary,no,50,yes,no,unknown,3,jun,109,unknown,0,None
7207,36.0,management,single,tertiary,no,171,no,no,unknown,17,jun,398,unknown,0,None
7208,43.0,services,married,secondary,no,122,yes,no,cellular,5,may,355,unknown,0,None
7209,34.0,blue-collar,divorced,secondary,no,1780,yes,no,unknown,2,jun,187,unknown,0,None
7210,52.0,technician,married,secondary,no,136,no,no,cellular,28,aug,88,unknown,0,None
7211,36.0,unknown,married,secondary,no,179,no,no,cellular,8,aug,14,unknown,0,None
7212,32.0,blue-collar,single,secondary,no,232,no,no,unknown,13,dec,232,unknown,0,None
7213,23.0,student,single,tertiary,no,82,no,no,cellular,4,may,289,unknown,0,None
7214,57.0,blue-collar,married,primary,no,630,yes,no,unknown,29,may,52,unknown,0,None
7215,43.0,blue-collar,married,primary,yes,1202,no,no,unknown,30,may,295,unknown,0,None
7216,33.0,admin.,single,tertiary,no,867,yes,no,cellular,14,apr,247,unknown,0,None
7217,45.0,management,,tertiary,no,6200,no,no,cellular,29,jul,103,unknown,0,None
7218,41.0,self-employed,single,unknown,no,426,yes,no,unknown,19,jun,75,unknown,0,None
7219,47.0,management,divorced,tertiary,no,107,no,no,unknown,15,may,246,unknown,0,None
7220,39.0,services,divorced,secondary,yes,-96,yes,yes,telephone,12,may,38,unknown,0,None
7221,47.0,blue-collar,married,secondary,no,581,yes,no,cellular,26,aug,79,unknown,0,None
7222,57.0,technician,married,secondary,no,402,yes,no,unknown,6,may,153,unknown,0,None
7223,52.0,blue-collar,married,secondary,no,555,yes,no,cellular,12,may,314,unknown,0,None
7224,45.0,admin.,married,secondary,no,67,no,no,cellular,5,feb,326,unknown,0,None
7225,32.0,self-employed,married,secondary,no,1942,yes,no,unknown,30,may,84,unknown,0,None
7226,31.0,technician,single,secondary,no,373,no,no,cellular,22,aug,346,unknown,0,None
7227,25.0,blue-collar,single,secondary,no,84,yes,no,cellular,18,may,6,unknown,0,None
7228,30.0,technician,married,secondary,no,394,no,no,cellular,22,aug,216,unknown,0,None
7229,33.0,blue-collar,,primary,no,925,no,no,cellular,20,nov,884,unknown,0,None
7230,29.0,blue-collar,married,secondary,no,0,yes,no,cellular,11,may,116,unknown,0,None
7231,55.0,retired,married,secondary,no,6690,no,no,cellular,30,apr,534,unknown,0,None
7232,51.0,admin.,married,secondary,no,4178,yes,no,unknown,30,may,556,unknown,0,None
7233,68.0,retired,married,secondary,no,20723,yes,no,cellular,28,apr,318,unknown,0,None
7234,29.0,services,single,secondary,no,887,no,no,cellular,4,feb,343,unknown,0,None
7235,35.0,self-employed,married,secondary,no,598,yes,no,cellular,20,apr,245,unknown,0,None
7236,39.0,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,141,unknown,0,None
7237,47.0,technician,married,tertiary,no,2155,no,no,unknown,20,jun,178,unknown,0,None
7238,22.0,management,single,tertiary,no,760,no,no,telephone,7,dec,6,unknown,0,None
7239,44.0,admin.,married,secondary,no,1248,yes,yes,cellular,8,may,428,unknown,0,None
7240,56.0,services,divorced,secondary,no,191,no,no,cellular,23,jul,335,unknown,0,None
7241,56.0,management,married,secondary,no,230,no,no,unknown,9,may,73,unknown,0,None
7242,54.0,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275,unknown,0,None
7243,36.0,blue-collar,married,secondary,no,3935,yes,yes,unknown,27,may,220,unknown,0,None
7244,51.0,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,unknown,0,None
7245,31.0,management,married,tertiary,no,84,no,yes,unknown,1,jul,143,unknown,0,None
7246,23.0,technician,single,secondary,no,4545,no,no,cellular,3,jun,200,unknown,0,None
7247,21.0,student,single,unknown,no,200,no,no,unknown,1,jun,8,unknown,0,None
7248,45.0,admin.,single,secondary,no,206,yes,no,unknown,5,may,193,unknown,0,None
7249,51.0,technician,married,secondary,no,2937,no,no,telephone,21,nov,30,unknown,0,None
7250,36.0,unemployed,single,tertiary,no,221,no,no,cellular,3,feb,225,unknown,0,None
7251,41.0,technician,married,secondary,no,102,yes,yes,unknown,14,may,387,unknown,0,None
7252,57.0,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,unknown,0,None
7253,55.0,blue-collar,married,secondary,no,660,no,no,unknown,5,jun,348,unknown,0,None
7254,34.0,management,divorced,tertiary,no,500,yes,no,unknown,29,may,399,unknown,0,None
7255,41.0,blue-collar,single,unknown,no,961,yes,no,unknown,29,may,117,unknown,0,None
7256,32.0,admin.,divorced,secondary,no,-273,yes,no,cellular,5,may,64,unknown,0,None
7257,53.0,management,married,tertiary,no,7067,no,no,unknown,6,jun,82,unknown,0,None
7258,43.0,blue-collar,married,unknown,no,285,yes,no,cellular,15,may,22,unknown,0,None
7259,27.0,services,married,secondary,no,221,no,yes,cellular,7,jul,554,unknown,0,None
7260,48.0,technician,single,secondary,no,479,no,no,unknown,20,may,148,unknown,0,None
7261,33.0,services,single,tertiary,no,1595,yes,no,unknown,26,may,296,unknown,0,None
7262,41.0,management,married,tertiary,no,65,yes,no,unknown,6,may,524,unknown,0,None
7263,33.0,admin.,married,tertiary,no,640,no,no,cellular,24,jul,318,unknown,0,None
7264,25.0,management,single,tertiary,no,490,no,no,cellular,7,sep,394,unknown,0,None
7265,38.0,management,married,tertiary,no,1440,no,no,cellular,11,aug,111,unknown,0,None
7266,43.0,self-employed,married,secondary,no,918,yes,no,unknown,6,may,193,unknown,0,None
7267,28.0,services,married,secondary,no,4,yes,no,unknown,27,jun,133,unknown,0,None
7268,52.0,self-employed,married,tertiary,no,2289,yes,yes,cellular,21,nov,81,unknown,0,None
7269,32.0,management,single,tertiary,no,131,no,no,unknown,3,jun,267,unknown,0,None
7270,31.0,technician,single,tertiary,no,-749,yes,yes,cellular,29,jul,82,unknown,0,None
7271,27.0,student,single,tertiary,no,24,yes,no,cellular,2,feb,344,unknown,0,None
7272,42.0,technician,single,secondary,no,823,yes,no,cellular,28,jan,137,unknown,0,None
7273,30.0,management,married,tertiary,no,1235,yes,no,cellular,28,jul,104,unknown,0,None
7274,43.0,technician,single,secondary,no,1195,yes,no,unknown,15,may,516,unknown,0,None
7275,44.0,management,married,unknown,no,21,no,no,cellular,24,aug,323,unknown,0,None
7276,46.0,technician,married,secondary,no,363,yes,no,cellular,6,aug,209,unknown,0,None
7277,36.0,blue-collar,single,secondary,no,0,no,no,unknown,19,jun,238,unknown,0,None
7278,44.0,blue-collar,single,primary,no,0,yes,no,cellular,24,jul,184,unknown,0,None
7279,30.0,management,single,tertiary,no,136,yes,no,unknown,23,may,152,unknown,0,None
7280,34.0,admin.,single,secondary,no,846,yes,no,cellular,17,apr,758,unknown,0,None
7281,31.0,services,married,secondary,no,505,no,no,cellular,11,jul,773,unknown,0,None
7282,34.0,blue-collar,married,primary,no,3986,yes,no,cellular,17,apr,345,unknown,0,None
7283,47.0,management,married,primary,yes,145,no,yes,unknown,1,jul,163,unknown,0,None
7284,45.0,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,535,unknown,0,None
7285,35.0,blue-collar,married,primary,no,105,yes,no,unknown,8,may,369,unknown,0,None
7286,32.0,technician,married,secondary,no,465,yes,no,cellular,12,may,210,unknown,0,None
7287,38.0,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,unknown,0,None
7288,32.0,management,single,tertiary,no,316,yes,no,cellular,29,jan,215,unknown,0,None
7289,58.0,admin.,married,unknown,no,903,no,no,cellular,28,jan,56,unknown,0,None
7290,35.0,management,single,tertiary,no,123,yes,no,unknown,9,may,83,unknown,0,None
7291,40.0,blue-collar,married,secondary,no,273,yes,no,unknown,19,jun,1082,unknown,0,None
7292,36.0,technician,married,secondary,no,1345,yes,no,unknown,30,may,231,unknown,0,None
7293,52.0,blue-collar,married,secondary,no,1027,no,no,cellular,23,jul,59,unknown,0,None
7294,35.0,technician,single,secondary,no,1855,yes,no,unknown,7,may,138,unknown,0,None
7295,38.0,services,single,secondary,no,1315,no,no,unknown,20,jun,23,unknown,0,None
7296,43.0,admin.,married,secondary,no,59,yes,no,cellular,15,jul,60,unknown,0,None
7297,43.0,admin.,married,secondary,no,2682,no,no,cellular,30,jul,103,unknown,0,None
7298,35.0,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156,unknown,0,None
7299,40.0,services,married,secondary,no,3164,yes,no,cellular,3,apr,329,unknown,0,None
7300,49.0,technician,divorced,secondary,no,342,no,yes,cellular,19,nov,58,unknown,0,None
7301,35.0,services,single,secondary,no,1742,yes,no,cellular,31,jul,39,unknown,0,None
7302,42.0,technician,divorced,secondary,no,-106,yes,no,unknown,29,may,95,unknown,0,None
7303,29.0,unemployed,single,unknown,no,67,no,no,cellular,28,jan,330,unknown,0,None
7304,26.0,technician,single,secondary,no,430,no,no,cellular,5,feb,450,unknown,0,None
7305,36.0,blue-collar,married,secondary,no,-206,yes,no,unknown,8,may,177,unknown,0,None
7306,30.0,technician,single,secondary,no,656,no,yes,unknown,4,jul,523,unknown,0,None
